a,b,c
-0.266050,-3.146722,-16.341753
1.626459,-9.960667,-9.078090
-2.146795,1.941500,-18.591994
-0.678183,-8.932319,-7.988056
0.539547,-0.852363,-18.840301
0.062461,-7.859437,15.972427
1.049862,9.286579,8.323236
-0.299174,-8.299870,-9.019579
0.999007,6.589510,-9.900693
-1.455931,3.199260,17.659007
-0.132234,5.976553,-15.793179
0.258092,0.119546,-20.988085
2.196005,-10.343967,-0.214380
-1.208137,2.861558,-21.191323
0.361962,9.600930,0.234403
0.054880,0.187393,-20.567187
-0.341744,-10.354290,5.622955
-0.248342,8.526555,7.513377
-1.201686,3.351734,18.555696
1.638429,8.339988,-6.599429
0.745578,7.879750,-11.706966
-1.063799,8.806056,13.415217
0.470259,-4.593590,18.194701
-0.379266,-9.618546,-5.846762
-0.483785,-3.714914,15.271131
0.001713,7.959798,-12.624797
-0.188636,-9.611287,-5.050428
-0.287115,0.080250,-19.869135
-0.104294,7.183585,17.827270
-0.491992,7.051973,-14.301878
0.152610,3.879904,21.818829
-1.574919,-1.531400,17.405482
0.273840,-9.359790,-7.923436
1.534812,-2.813459,-20.419278
-0.920666,-2.734124,14.204677
0.476150,-9.210751,2.141992
-0.267041,10.174332,2.241775
3.493259,-7.255514,21.245195
0.115990,-9.877644,0.413191
-1.614034,9.114251,5.308927
0.165788,4.445032,-13.487953
-1.158260,-9.522365,-7.174814
0.904378,9.719856,6.670101
-0.153803,-7.981716,-11.586819
0.861088,10.352919,-0.278602
-0.895488,-8.545191,-13.869438
-0.016687,3.898859,-20.500062
0.341083,0.214911,-19.335630
0.408206,-9.945579,0.773052
1.501966,-0.850592,-16.778933
-0.128419,4.448747,-17.575396
0.287301,3.881031,-18.358872
-0.141339,5.021910,-17.196046
-0.763127,8.947520,-21.296767
-1.218524,-12.371441,-4.512712
0.991608,-3.247846,17.270159
1.309301,7.190797,-13.137335
0.277374,0.920926,17.849336
-0.359431,3.099745,-19.086358
2.230935,7.268938,12.053473
-0.589104,3.322533,19.786845
-1.459120,-9.651122,7.266249
-1.418492,7.299447,12.241068
0.159153,-9.519008,6.859507
-0.257644,-1.254563,-15.146673
0.553454,-8.030003,18.620229
-1.821383,7.199423,-9.599872
-0.095788,-9.974433,2.431275
-0.056512,-6.232804,14.838500
1.162722,-8.272942,8.666436
-0.014293,-0.734850,19.946302
2.346359,5.403964,14.392268
-1.635740,12.778800,5.305554
0.449182,2.439163,21.325959
-0.235245,-5.228102,-16.424321
0.053928,8.177161,11.100396
-0.330831,-1.784393,-18.512973
0.062677,7.747195,-14.190937
-0.166900,1.011335,19.131271
-1.198421,1.335448,-16.523968
0.164659,6.103966,14.856872
-0.928680,9.472597,11.581790
0.883165,0.379015,17.228923
0.089140,8.293727,10.965076
-0.336522,-11.388355,-0.152873
-1.028327,-6.803870,-13.785563
-3.318581,-8.886801,15.027008
0.682570,-6.289207,-15.961101
-0.044134,-6.851354,15.722041
-1.313202,11.362308,-13.022635
1.298640,-7.979162,-10.491458
-1.518381,10.617705,1.273700
0.088498,9.049575,-1.519697
-0.369666,-4.962536,-17.532943
1.219896,6.303886,15.644122
-0.457470,10.155889,-5.687700
-0.127483,-2.955735,-18.883344
-0.456185,-3.366894,-17.510439
1.353065,4.597544,17.106557
-0.082239,-4.388142,17.996240
-0.957109,6.516647,18.000213
0.455377,5.361746,-14.551687
-0.492190,8.841069,-7.365465
0.054774,4.236001,18.026065
0.721836,1.618210,20.789748
-0.082870,-9.267510,-3.835986
-0.499511,10.114307,-3.214914
0.183198,7.695054,-8.740411
1.184542,-9.152933,-8.436243
-2.790755,3.792759,18.794974
3.130600,-7.921671,20.821011
-1.660193,8.789953,10.443685
-1.507189,-9.721436,-0.416057
0.015525,11.423426,-6.243186
-0.121440,4.518551,-20.388187
-0.448232,9.958637,5.516195
-0.836673,6.729380,-14.841388
-0.333130,-9.460265,-8.066317
0.918314,6.835813,-11.566993
-0.343974,5.623728,16.948080
-0.024037,-9.349451,5.870119
-0.879982,-9.169854,-7.788450
0.244944,7.133207,-13.957606
0.372533,-7.528122,-8.860534
0.690602,-0.860654,-19.259790
0.917170,-9.031486,2.762770
0.075999,-3.428809,-19.454452
-0.779469,-3.604076,18.692825
0.326645,-6.584660,8.904139
-0.837586,-4.762083,14.138079
-0.799989,-6.879289,9.010461
-1.884379,7.165490,9.277284
1.985343,-10.657715,-8.467984
-0.643626,-7.629372,-7.022273
0.368425,1.734703,-16.067055
-0.081430,-8.175995,12.445567
1.511588,9.430481,-7.352291
-0.419231,11.709348,3.210564
-1.397438,-8.438735,9.999112
0.311387,-2.133673,21.146311
1.016065,-9.367641,12.317445
2.319416,1.499135,-17.130180
0.104075,7.776075,13.062368
0.170310,-4.410633,-17.510659
0.716730,-8.891550,-12.729153
0.508851,-9.481817,-4.429345
-0.768694,-8.805472,8.960736
-2.212310,-3.979584,20.711827
0.310834,0.071281,-17.918352
-0.011168,-6.219291,15.521151
-0.313381,3.217220,19.668731
-0.430255,-7.780478,13.136117
1.492611,4.675987,-16.396442
-0.085104,8.201933,9.521193
1.475167,8.451024,7.267655
-0.233631,-9.521381,7.747245
0.255320,6.446475,15.833307
0.449261,7.412949,-9.223039
-1.160882,-0.648970,-16.738071
-1.284214,1.816304,-22.533056
3.697846,9.884747,5.764866
0.009865,9.718485,4.535825
-0.172283,2.152422,17.470144
-1.242083,-10.402014,0.915200
-0.043471,-1.596234,-19.657970
0.402829,10.044353,-2.384728
-0.605883,8.405653,12.711366
-0.008297,-1.511215,-20.027340
0.041192,8.904648,-6.046072
-0.244947,-4.270967,18.475624
2.957286,-7.156601,-14.942572
-0.454879,8.123369,-7.769862
0.624827,-3.574431,14.616931
2.733514,9.462869,-10.578933
0.624414,10.850864,-4.316212
1.737922,7.020283,11.320424
-0.197717,8.625473,-10.117671
0.136912,5.297514,-16.651107
-0.072694,-9.957508,-3.989028
-0.550566,4.306824,-16.233577
0.849825,8.753579,-2.579281
1.914583,6.500367,14.346071
-0.412114,-8.177623,-11.800552
1.500456,-8.447094,-2.732769
0.226847,2.127858,-14.713923
0.820736,0.351394,21.898492
1.315236,0.864134,-18.308289
-2.011699,11.380872,-7.639351
-0.594034,6.994734,-8.098981
0.156412,-7.071293,2.637034
2.291628,-6.347705,-13.374264
-0.009123,-9.719937,-12.768356
1.825663,-5.348798,-18.776633
-0.590181,-9.135323,7.430544
1.002207,-0.696274,21.732062
0.171730,1.595866,22.358795
-1.715731,-5.962727,16.384759
0.303170,6.972917,-13.733433
-0.109831,-7.463317,-16.598557
0.629356,6.949883,12.900637
0.548399,9.842224,-1.135315
-0.857789,-2.165998,22.137805
-0.689246,10.484993,1.281896
0.127084,3.575099,17.966704
0.022054,3.933533,-19.517157
-0.857461,12.318042,1.029513
-0.125776,-0.558484,19.696558
-0.052285,-3.236512,-18.990045
-0.582054,4.849281,14.811569
-0.210095,2.638071,25.620577
-1.470644,-10.813331,-12.469480
0.428135,0.281590,-19.311438
0.241885,2.151152,18.684268
0.005352,-2.374097,-18.127211
1.620824,-5.751491,20.264462
-1.111588,-9.688189,11.663718
-0.185647,-5.882118,-16.265482
-0.321844,4.896529,15.708293
-0.288340,-9.952629,5.027441
0.096731,4.876455,-15.851471
-0.949984,-0.960404,21.532433
-0.040013,4.598837,17.757099
0.038776,-8.838528,8.697476
-0.072432,-9.378440,6.137166
0.611087,5.530641,11.539036
-1.224842,-9.091867,10.424952
-2.084606,2.544525,21.533699
2.897814,2.166507,19.358057
0.337399,-4.997242,16.991624
1.124344,-10.014981,-1.633029
-2.446476,10.808119,3.544228
-2.185524,3.505880,-22.588508
-0.141667,-9.909524,3.429721
0.801619,-5.113086,-15.507485
-0.983267,3.048859,-23.860363
0.060815,3.217720,-19.381364
-0.001585,5.656429,-15.478326
-0.928905,-10.684249,-1.185039
0.292544,9.957845,-1.416513
-1.386984,7.105069,-9.416477
0.331930,-1.903077,18.496850
-0.402471,-0.801472,-19.007007
-1.846371,-2.583867,18.102229
-0.659476,7.245447,10.514915
-2.832967,7.600564,-9.300824
-1.508768,8.619310,-10.263947
-0.570644,-3.260593,-16.337015
0.714786,-9.136910,7.837683
-1.712883,12.079006,-4.757343
-0.764429,5.465400,-17.604941
-0.550415,2.230243,20.511352
-0.333614,6.878449,14.648575
-0.007967,1.086800,19.334567
1.403231,0.067544,22.670844
-0.793770,4.159058,-20.139138
0.281349,4.200153,16.812802
-1.705319,10.270390,0.223952
0.675378,-6.462628,-13.353447
0.095548,-9.076866,11.448637
-1.107035,5.970485,-16.911058
0.051635,-8.349967,10.946236
-0.701236,9.788431,-5.941259
-0.949621,-8.318140,-6.031748
0.250991,-5.909553,-16.851037
0.564847,6.734835,-14.505778
-0.221472,9.677010,-6.643644
1.968504,10.369853,-16.994541
0.747177,-7.650022,12.777695
-0.052531,6.955587,-16.141676
0.881254,-9.450398,-4.175539
-1.271182,-9.014571,-0.860059
0.076800,2.866906,12.981165
0.830147,3.898960,17.109245
-0.484444,2.411973,18.561461
1.281166,-7.851173,6.663577
-2.940426,-7.039074,10.482165
0.054550,-8.192912,10.669353
0.639009,-11.605776,10.371725
0.422205,-7.793975,-19.561007
-0.182158,-9.570883,-6.389194
0.354652,6.019090,-19.950111
-0.088798,-5.266370,17.788112
0.148291,-1.126084,-20.217015
-2.172592,-0.483193,-22.888809
0.465211,-1.421612,18.620386
0.413435,5.985874,-19.559301
-0.751138,-4.528250,12.460493
-0.675482,-9.041384,3.321779
-0.402790,-6.720303,-13.596710
1.620804,-9.291068,13.557983
-1.440328,-6.024642,8.746320
0.339271,9.094163,-11.760886
0.734732,1.544060,-22.170423
-0.537173,-6.201848,14.611396
0.236933,-3.893463,16.851081
-0.729711,-9.952728,-14.510216
-0.315153,11.952163,4.563774
-1.389964,3.375364,14.731234
-0.593283,-10.675567,4.456095
-0.039353,-7.252616,15.467793
-0.507182,-6.129743,7.565364
1.266269,-8.273918,-13.180079
1.810825,5.271836,-12.936311
0.229011,0.154828,-20.386507
0.884028,4.935468,-18.726398
1.899132,11.362708,4.816302
-0.174278,-1.332800,-22.838897
-0.498655,0.212149,20.524554
-0.013136,11.256368,-6.452078
-1.865162,6.919007,-6.098498
0.222959,-8.006358,12.302665
-2.175539,2.880366,-15.424415
-0.182672,-4.723311,16.505985
-0.426112,5.332736,17.028329
0.613274,6.643589,13.267271
2.586907,-11.467449,5.819678
-0.613367,0.403367,22.510461
2.380267,-3.808210,15.899589
0.625174,3.171081,-25.572487
0.913908,-5.301265,-15.667325
0.534480,1.514496,20.838312
1.680473,-4.519193,-15.532233
-1.886952,-6.218479,3.755814
0.155349,1.624423,22.753776
0.931930,-3.387450,-20.513719
0.391648,-1.727871,19.806625
-0.313973,0.720429,-20.158733
-0.036082,4.314670,-17.999772
-0.078161,4.085532,17.612177
-0.053029,12.559374,-5.261596
-0.117575,-7.486488,13.727239
0.920912,8.999528,-10.070008
1.077932,-8.081448,-6.098861
-1.514947,4.107924,24.342935
0.183614,-6.583000,-15.468038
0.564096,6.078837,13.788359
0.653436,-2.160901,-19.398773
-0.064064,4.969439,-17.330113
-0.122244,-0.346283,-20.549928
0.242055,-8.906629,2.450905
0.556795,7.488188,19.742302
0.315197,-9.707566,6.701938
0.332607,9.399086,8.572637
-1.974995,10.289089,5.475196
-0.381833,-7.798506,12.862909
-2.691080,7.900862,3.803928
-0.832477,9.080491,7.176842
-0.007948,-9.175919,6.169260
0.385230,-5.451850,13.885123
1.090432,-0.040078,-15.151194
0.922729,2.351106,-15.373722
0.724814,-7.759115,-11.917969
0.468769,8.349747,-6.887566
-0.504752,12.276378,7.345596
-0.545188,9.652536,-0.005941
0.115687,7.543931,-14.325770
0.127284,9.645286,5.037272
2.538148,-9.239990,11.207583
1.915753,-10.175141,6.222948
1.281841,-5.011143,13.270277
0.530623,-8.939759,-2.816821
-0.277487,-8.548313,-19.161477
-0.693518,-7.146794,-17.737937
1.643694,9.450635,7.528727
-0.818032,3.424849,-18.349256
0.863088,-3.396031,16.101231
-1.517668,8.873316,-5.663392
0.368402,7.001087,-5.003134
-0.165645,-7.526938,-14.883566
-0.679835,9.454044,-13.073883
-0.899779,0.044571,-21.804060
0.427545,-7.296032,14.429472
-0.693203,-10.562951,8.690812
-0.552580,-11.047395,7.924784
0.321395,0.541034,24.696277
0.302128,1.768213,16.893636
-0.023055,-10.017620,0.697446
-1.957184,-6.318884,-19.201269
0.127068,-7.465541,-13.859848
-0.152468,7.624866,12.691372
-2.206010,-8.976866,15.198836
-0.286768,9.932994,4.118116
-0.027024,-3.179510,18.687850
0.328300,-4.157388,22.773165
-1.204469,8.298133,9.258310
0.502718,-2.029843,-17.879722
-0.758284,-10.396255,-5.476274
-0.250744,-0.080473,21.055432
-3.785314,5.898804,16.317779
0.524019,7.479244,-14.532937
-1.339436,9.874186,-0.555357
0.214251,4.959310,17.126672
-0.197997,9.696709,5.775325
0.124086,-4.277184,19.512885
-0.422951,-9.938943,8.241404
-0.545909,7.480879,9.068333
-2.238985,2.276456,17.769524
0.017516,-4.616763,-16.928444
1.366167,-1.295851,-17.667330
1.421343,-9.283314,-7.230579
1.363963,-7.901921,-15.942036
0.295833,4.338452,-17.770958
-0.074253,-5.329291,-13.434030
0.408490,8.960541,-11.892312
0.266568,-5.368088,15.404343
-0.002785,4.950207,20.212306
-2.476283,6.316476,16.807221
-0.886934,-5.892830,18.512953
-0.903118,1.543887,18.542318
-0.111694,2.224953,-17.882335
-0.004732,-9.893423,2.973484
0.020167,-10.094683,-3.545123
-2.883566,-0.527439,-17.501233
-0.727727,-5.437690,-15.619120
0.832317,-0.714224,17.558898
-0.011548,-6.856225,14.557532
-0.032697,9.628333,-3.953324
0.119730,5.762881,-16.338554
-0.695903,-3.246528,16.996311
0.004323,8.125757,-9.346887
0.868197,8.543987,14.651266
0.173036,3.530103,-19.584051
-0.112666,9.241155,-4.493379
-2.668810,3.929321,-19.159137
-0.253151,8.775952,0.665061
-0.109746,7.975226,10.395260
-0.031377,1.932442,-19.711645
-0.152925,3.350401,-18.859835
-2.036111,-4.863274,-13.445667
-0.295692,-7.541241,-15.094803
0.352368,10.541835,5.436569
0.055083,-3.204442,-23.479793
-0.063983,10.241793,4.788533
0.515916,6.157209,11.137265
-0.368026,11.179948,-8.769380
-0.062991,-8.076849,-11.055467
1.579128,4.382370,-11.099795
0.296591,9.584163,5.255390
-0.953453,7.597366,10.323057
-1.385688,6.512166,-16.410909
1.685754,-9.031481,12.518930
-1.149314,5.534643,-16.624901
0.957090,-5.643149,20.916360
0.155688,11.944504,-9.771391
-0.103468,5.143741,17.738455
-2.069209,9.225139,-5.581756
0.129266,-4.089759,-18.682971
-1.811737,-3.652520,11.933118
0.194181,-9.847444,4.308364
0.485775,4.376652,18.743877
0.154894,-9.370396,-4.311419
0.060254,-10.583528,-2.601807
0.319500,5.621241,16.152911
-1.510106,-0.222582,20.246564
1.438375,7.936377,-13.469176
-1.130789,7.485682,13.317550
1.046798,8.143365,-14.572654
0.829367,8.665942,-6.208120
1.044462,-7.848872,13.943390
-0.051110,2.460924,19.467400
0.711814,1.701262,22.215385
-0.139210,-9.539108,-1.535406
1.144709,7.766887,-9.517725
-0.853826,-7.455148,-17.583743
-2.418484,-0.849715,-16.965822
-0.126568,0.143755,-19.779821
2.204476,-7.573408,20.359679
-1.381712,12.902803,-1.470484
0.302861,10.149404,9.164309
-0.233433,-10.596803,1.867523
-0.030635,-7.448983,-11.655457
1.392210,5.297561,-19.232211
-1.743856,6.281021,14.139941
-1.706076,-2.526679,-20.613145
1.014048,4.791002,-20.504594
-0.275814,-9.905619,-0.806785
-1.747166,-6.506862,-12.422386
-1.592746,8.622583,-11.294857
0.137811,9.907873,7.897225
-0.132919,6.921119,23.297352
0.231420,-10.260542,18.514613
-0.577418,-9.005790,-11.207541
1.305001,4.281056,21.855150
0.371455,0.673527,20.023907
-0.007729,-2.864250,-19.167442
-2.397843,5.393081,-14.637797
-0.258662,9.872425,7.054602
0.004569,-10.523660,3.985601
-0.452233,-7.015268,-5.082653
-0.280414,8.376110,9.518242
-0.265206,0.940356,18.797860
0.472200,-8.542701,7.379968
-0.518444,8.066801,15.429284
1.354402,-8.290412,14.428634
-1.658494,-4.530877,-24.608295
0.035570,6.135705,15.756424
-0.196671,-8.770183,8.590983
-0.735654,-1.612004,21.280815
-0.703318,9.511054,3.474233
1.861584,-5.512770,14.547884
-1.432311,1.269866,25.357214
0.234947,9.421848,5.851934
-0.329038,-2.086580,-17.958791
2.559134,-1.061085,16.806161
-0.304137,7.563497,-12.918602
1.036318,-7.916575,10.492339
-0.276477,1.199299,-18.785798
0.187940,9.825443,-4.540179
-0.753667,1.589820,-19.709093
-0.543818,8.380274,-10.726388
-1.337291,6.689367,-18.688166
-0.392176,-7.818342,10.563631
1.350247,9.098196,10.552439
1.176108,2.071302,-14.279159
-1.606345,11.145635,8.136187
-0.562097,7.650942,1.576549
0.277839,4.586968,-16.484661
-0.697200,2.893765,-17.003870
-2.968978,7.920338,-10.682481
-0.593518,0.467953,-16.927540
-1.230037,6.634245,-15.841141
-0.194154,4.231585,-15.430590
-1.074346,-6.392940,-17.072386
1.206325,11.586567,-4.096182
1.488911,7.379690,14.994995
-0.675658,1.990447,-19.070788
0.044854,-7.820845,-12.490720
-0.037994,3.821812,-16.156813
-0.010668,-6.122901,15.844262
-0.079472,-8.881889,-9.021845
-3.592375,-9.013310,-11.313285
-1.535652,-5.819655,-13.970521
1.009999,5.080755,-15.812509
2.965072,4.698270,16.299415
1.340377,-4.038934,-14.041363
-0.130496,-4.583144,-17.482242
-0.783570,0.240993,-19.332456
0.214230,-4.800776,-18.237135
-0.078808,1.581680,-19.605804
-0.462896,-6.674111,-15.263765
1.293420,6.230050,14.634317
-2.042935,-6.533574,-8.805507
-0.487689,-9.088223,-4.654381
2.317507,-4.445117,-15.397226
0.093023,7.139811,13.313980
-0.549980,-9.050624,13.224673
-0.000408,2.323451,19.793531
-1.047462,-5.095866,14.154435
0.384531,-1.942507,-20.524728
1.155148,-10.539701,-3.566748
1.160297,-5.569047,-5.173467
-0.752922,7.760409,-12.533819
0.449052,8.454774,-13.649459
2.020328,4.005386,13.916731
0.157341,9.699357,0.879809
-0.295512,5.376921,17.566681
1.220538,5.224346,-11.349013
-0.036106,6.445296,-16.278859
-0.366389,-10.010591,-0.236824
-3.470237,3.605597,-21.727506
0.383079,6.629939,-11.992889
1.183179,3.366471,-19.500144
-0.715125,-8.181860,-13.791485
0.453526,-13.301824,-0.459546
-0.009208,6.291243,15.337561
0.012176,9.084526,8.238412
2.484554,-4.963594,-22.323490
-0.303596,9.159547,10.508155
0.545971,-5.566710,14.826029
0.550381,9.972087,-1.676008
-0.043399,1.464037,22.270999
-0.195485,-10.801878,2.134566
0.034173,10.102922,2.682694
0.615697,2.615124,18.935884
-0.248089,-7.766851,-13.486344
-0.931793,8.659510,-6.623426
0.262908,-1.461745,20.645194
-0.610713,3.170065,17.881550
0.305544,-7.392975,12.606281
1.441861,7.462790,-12.544051
-1.641086,-9.669079,-4.124544
0.333713,-9.700187,6.011619
-0.930853,7.383269,-14.152091
0.751195,-8.439736,-6.172890
0.717819,-0.066142,-19.899935
0.502597,7.956370,21.754032
1.192177,-2.909798,19.665444
2.143107,-5.378526,-20.658829
0.631026,-6.934609,13.092828
1.230537,8.052357,-14.735631
-2.470767,12.180165,9.572408
-0.036099,-9.922081,3.373573
1.428790,-6.883684,-11.123402
-0.212029,-8.927955,-1.539886
-3.220620,6.333821,13.773188
-0.427066,-4.693034,19.164880
-0.412767,-8.589513,3.739696
-0.656373,-11.449291,4.601063
-1.858635,9.036934,4.707031
0.362231,7.972164,12.360379
0.021114,8.354938,-11.052484
0.160013,8.180141,-2.888205
0.279884,8.396734,-7.357930
0.135521,-3.350435,-17.552069
0.803879,5.294441,22.590215
1.796551,3.198819,-23.136757
-0.202927,-5.648479,16.810961
1.791939,-6.536555,-11.009572
1.601525,-8.646924,4.433644
-0.000098,-9.776293,4.397467
-1.343388,-0.831186,22.250205
-0.054916,6.091926,-15.880404
0.072082,10.169302,0.260760
0.020405,3.795611,-14.035399
-0.020584,5.856883,-16.246052
0.000101,-10.011236,0.748532
-0.167307,6.508928,15.980328
-1.935545,-4.696441,14.543648
0.164571,10.892184,9.789900
-0.391919,-2.521884,20.132715
0.253603,7.945462,-12.272909
-0.020084,-6.620596,14.538482
2.088336,-5.973647,-3.449369
-0.669779,-5.649118,15.659369
-1.319369,-11.449036,-6.301805
-0.002908,-4.579945,-17.740060
-1.059361,-4.233742,-15.617259
-0.013255,9.400706,6.727082
0.348932,7.698451,13.726425
-0.299149,9.757730,3.975568
-0.585042,-8.806667,6.147704
2.429373,8.904237,4.340908
0.396469,2.020481,-20.037548
-1.032249,6.454874,12.980298
-1.051682,-8.119155,7.181708
1.826054,-3.481421,-20.561016
4.374065,-7.488661,-18.977148
0.324204,-10.327402,-6.251568
0.858310,3.611081,-21.566867
0.208381,-11.393001,-1.674449
-1.244453,-10.467739,-8.715694
1.706407,8.678353,-7.994671
-0.153218,-9.328843,-7.195409
