a,b,c
4.777992,-7.585171,-3.587910
-7.092900,-0.216492,-13.410412
13.216214,-9.632837,2.304342
6.878875,-7.892087,2.294561
-10.645798,10.209251,-1.890906
-14.805147,8.909336,-13.995819
11.450098,-9.363146,5.785423
12.689830,-8.054714,8.559434
-6.842375,-2.284887,-16.065393
-1.151640,6.236749,11.115676
7.769059,-3.586811,12.534386
6.133731,-8.997932,-3.948554
12.703166,-10.017244,5.489902
6.748703,-6.946404,1.126141
-5.184567,-0.278407,-14.724754
-9.174269,9.033877,-5.713258
-13.489940,7.051395,-13.564123
-13.540069,10.121797,-9.488629
0.689387,7.235793,10.152963
-14.897850,6.608247,-16.056372
13.279883,-7.032522,13.990687
-8.062265,9.646180,3.207239
-7.615442,5.402063,1.168727
11.019202,-9.289821,2.789885
-12.693424,5.611356,-7.637520
12.456645,-8.772651,7.916007
9.290566,-2.405027,15.049414
7.039167,0.415485,13.069482
9.426873,-7.860255,-4.627483
14.463608,-7.643487,15.480341
13.455974,-6.251825,7.267498
-17.688569,11.054999,-15.142661
-8.068523,2.297537,-14.283696
13.743696,-5.580120,14.723711
-7.728109,3.284931,-13.927775
3.318735,-6.655559,-1.012793
14.731276,-6.398077,16.200350
-11.925376,5.200893,-16.244756
14.041472,-7.493024,11.921953
-13.888614,6.990548,-12.854211
-13.462126,8.852315,-9.111374
10.327500,-3.199144,14.491193
-7.729542,10.091428,4.882862
11.568605,-9.645122,4.199692
-9.099240,9.970296,-1.020623
-0.653470,-2.636057,-9.812850
13.849351,-6.385660,19.472222
-7.995282,0.889755,-14.761897
7.542024,-0.167498,13.056765
-11.776591,5.461282,-14.590928
-13.252598,9.046954,-8.219094
-13.666020,6.537624,-13.890059
4.764183,-6.593352,-4.384501
11.036668,-1.217445,17.968062
7.913945,-8.495559,-2.108817
2.803801,3.630250,11.870280
-1.096229,3.717664,11.167855
10.920219,-9.741195,3.503546
-1.891722,2.205212,8.700220
1.202746,3.106395,11.115714
7.166181,-8.178998,-2.001790
11.330852,-8.006121,5.493772
-9.360482,5.750634,-10.490993
-10.417698,7.307131,-8.989321
-4.875731,-0.716877,-13.359660
-7.062447,8.174866,0.818531
0.468437,5.399219,13.249566
-3.584932,6.073546,6.612793
-11.988033,9.881669,-4.559789
0.227942,4.835956,9.745944
12.243817,-8.203756,0.465679
8.817514,-7.580575,-3.273380
11.371793,-6.909627,5.078810
1.455788,-4.667150,-8.014595
-10.109871,0.503292,-18.380698
-9.905372,0.685771,-16.358648
2.964735,4.886643,10.771676
-13.919809,7.854297,-9.676927
12.441556,-7.055706,8.182437
-7.745145,6.791563,2.645838
-5.423517,6.580704,1.209168
-7.523828,-0.167200,-14.885121
-12.320493,10.207434,-2.186615
-15.150750,6.697881,-14.206399
12.336689,-9.388815,4.613111
8.852723,-10.401040,-1.017025
8.597268,-10.374911,-1.897547
16.498103,-7.657140,16.717743
10.874438,-4.250985,12.340524
3.788801,-6.926265,-6.205764
-11.999341,0.883044,-16.361041
-6.666673,-0.272366,-14.259282
5.817647,0.751141,13.594981
11.654172,-12.521529,4.883317
-0.756766,5.058112,9.462996
13.500387,-8.366973,10.347902
16.786773,-10.143780,12.301085
2.603183,1.643006,12.105785
-10.908055,4.941824,-13.440616
-0.690953,-5.610935,-10.328924
13.896616,-7.239289,14.066887
6.388709,-4.030267,16.072826
-11.832360,10.179821,-4.877135
-4.554591,5.874952,6.659031
9.907512,-2.259850,14.652571
0.485982,4.407366,10.380688
14.517042,-9.273027,10.115772
8.525283,-9.655064,-0.990709
3.187990,1.600536,11.214777
9.594874,-5.898194,14.110316
-9.735031,2.576650,-14.369310
-10.435492,5.935988,-13.097510
-0.778386,-2.831121,-11.483043
-7.084742,0.955374,-16.350626
-13.096234,9.013176,-9.053615
-7.229091,0.875647,-12.484130
-10.642729,10.210124,-2.090678
12.236637,-8.535794,6.601980
11.822945,-3.439154,16.775937
7.448466,-3.042278,16.241226
13.714956,-10.690827,8.709060
11.244837,-5.753593,13.691843
-12.737671,7.369618,-10.401023
5.276976,-7.589932,-4.611716
1.014923,-5.534636,-9.099927
-13.414053,3.559741,-11.057925
-9.085335,1.096095,-13.795298
12.498885,-5.774238,10.952344
11.982731,-9.431026,5.138054
-5.866792,7.714865,3.794238
-12.733509,9.367925,-7.090359
11.949114,-8.293724,9.398490
-8.936962,8.535682,-0.815528
7.498313,1.391034,15.174103
-14.117378,8.996777,-10.760311
-6.151082,7.583452,3.202740
-15.861738,7.226719,-9.263607
-2.650711,5.460180,6.378392
4.198600,1.778567,12.283573
-13.806162,7.837925,-11.842343
-13.791974,8.418262,-10.288648
-8.700094,-0.117701,-11.527257
-7.746583,-0.193021,-14.992132
0.345347,5.450612,10.534813
-14.548326,5.727026,-17.807851
-0.264231,5.189029,10.041545
5.716384,0.736329,11.357677
-9.818253,10.131074,1.729721
-4.720023,-1.741404,-12.733880
-7.807901,7.674264,-5.004660
0.506600,4.835373,9.794172
3.713947,0.988257,12.264766
-14.035120,8.887955,-6.137266
12.480283,-9.070128,1.763048
-13.694358,8.465186,-7.010401
16.463349,-10.096159,9.863110
-10.391970,11.323925,1.396845
10.042077,-2.552636,15.289286
-8.175689,6.631205,3.118658
-11.005884,3.587328,-15.224909
7.965094,-7.620544,6.124311
6.284178,-7.871629,-3.757447
11.360884,-3.006342,15.251761
0.352449,-4.706528,-9.172841
1.833474,-6.148247,-8.810308
9.107860,-1.423810,14.409601
12.565166,-7.903980,13.852690
-10.665993,10.739560,-4.167991
5.629280,-0.202588,14.245751
-11.731692,10.984326,-4.635126
-6.474483,8.399579,1.362092
12.608192,-9.184070,3.714858
12.123886,-4.882591,14.635919
14.717712,-5.796411,15.707160
2.063292,-5.940410,-7.336606
-8.170973,9.113639,-1.548795
-9.806664,0.321932,-16.407986
-12.639632,3.476475,-11.070863
-13.318845,6.604731,-13.048522
17.567239,-10.365848,7.789355
-6.202398,8.170889,8.082117
2.928312,3.913407,12.774855
4.621661,-7.842665,-5.741709
-5.307734,-1.101260,-12.726081
-13.659188,10.870585,-9.753837
6.170383,-1.688538,14.195260
-14.037254,4.049212,-14.857857
-14.590698,10.704898,-10.813744
2.580140,-6.518694,-7.049664
-7.277415,-1.361890,-12.037110
-11.465930,8.451510,-1.250600
2.054066,4.064714,11.824129
13.135915,-3.240317,20.189954
15.917536,-12.857619,5.425574
-4.854709,-2.652958,-13.283081
14.013082,-3.561012,16.989136
13.372399,-5.977981,13.674471
-11.828697,4.474495,-14.685218
-13.154787,6.876091,-5.363863
1.239818,4.057641,11.370905
6.168000,-8.341261,-4.360229
-1.351502,-3.284116,-7.914536
3.366515,2.224383,12.023039
12.041651,-5.815853,13.247212
8.082346,-7.840324,-0.932556
7.251626,-0.110857,15.836871
13.285494,-9.433551,3.640681
-16.000901,4.076517,-18.873284
8.482761,-1.137958,14.582896
8.519602,-8.841564,-0.053910
14.234109,-8.658710,13.357759
-1.323075,4.713746,8.891298
12.777236,-7.283419,5.402881
15.526647,-8.560702,18.228824
0.917304,4.487218,10.104205
-11.496359,4.375851,-13.253901
13.263891,-4.603355,9.643673
-11.336325,9.145774,-3.468691
10.324630,-8.084284,1.371737
-13.107949,6.877148,-11.632174
-6.176641,8.188982,3.460863
-14.171780,7.127132,-11.828293
-10.306895,8.799767,-1.382804
-15.580094,9.797439,-7.553436
9.387084,-8.994889,1.960918
4.902392,3.448149,12.650341
-9.425802,6.924660,-8.530607
0.638016,3.647464,13.389997
-1.874013,4.200380,6.339026
-12.333537,8.738092,-8.024408
-12.765302,7.132333,-9.174337
-11.741085,6.861734,-0.851769
-11.836690,5.558803,-10.775219
-13.592201,8.883186,-5.727918
-11.827024,7.835151,-7.401285
-9.966841,0.712604,-15.285435
-5.788761,9.893989,4.591481
8.529374,0.914069,14.420153
-13.827780,7.233455,-11.161675
-5.690295,-1.020421,-13.555995
-12.070476,7.908150,-8.210669
12.596696,-9.370467,6.484464
-3.106915,-2.966959,-11.909332
-6.932670,-4.632695,-12.353605
-8.397564,-0.246698,-12.681567
-11.561925,9.331339,-7.491169
11.276901,-0.324244,13.010099
-7.121013,2.881417,-12.500324
-10.214111,2.684987,-14.666759
-13.491015,6.082434,-12.466452
-10.415011,3.021347,-15.430017
-13.650301,7.537182,-11.989813
-8.259737,0.329917,-14.470952
8.541808,0.137541,13.478438
-5.054436,-2.782504,-9.545076
-0.398640,-4.832481,-8.999173
-7.238107,3.714002,-14.000731
6.558065,0.383896,13.604853
11.466670,-10.808627,2.966026
12.420932,-5.049148,14.744791
10.436604,-8.813696,6.388200
-12.779295,5.802925,-15.106334
1.905501,-5.067453,-9.789349
-0.819097,-1.214678,-7.548442
-11.444630,8.849598,-2.931299
-11.618530,10.485704,-3.612807
9.289577,-0.621768,11.274635
-2.541686,6.277862,7.000331
9.721806,-2.467955,15.394238
-8.493765,8.079594,-4.489957
-13.025076,9.699080,-6.543674
2.934721,-6.839045,-6.709480
-18.000361,7.332742,-10.924527
-9.949853,8.672975,-3.702993
-13.333467,9.533148,-11.150175
-6.943787,-1.334162,-14.410522
4.429928,-8.412350,-9.325422
8.121820,-0.924497,14.422272
2.472217,3.318330,11.544566
-11.571426,5.788470,-19.019574
3.749857,2.401248,13.213000
12.103570,-8.289169,5.990889
-4.074447,7.573648,5.347259
14.330387,-6.476574,15.837824
4.893346,-8.043098,-5.713047
-1.556396,5.863832,8.512353
12.162679,-4.158081,14.162106
-6.567338,-0.847846,-14.086100
-7.923316,7.359620,1.667987
14.425983,-7.680956,12.701330
10.457203,-4.254282,14.237981
11.072208,-8.927047,3.373689
-9.889057,10.117784,-3.868128
-0.620727,-6.165261,-8.648720
7.463617,-8.248189,-2.570283
-12.516386,9.018974,-4.202263
-0.801218,-3.068063,-9.992149
-12.766030,7.067763,-13.549991
12.185629,-1.612032,19.639402
14.875013,-7.700229,10.773039
-10.550973,4.729330,-18.072605
11.460772,-8.566664,3.895137
-11.687515,11.100473,-4.865695
0.674372,3.282129,15.325304
5.532343,-7.763311,-4.353639
-4.168513,0.071205,-12.480987
1.808042,-5.580028,-6.907884
4.923772,-2.515596,14.478212
14.056221,-9.801694,9.790252
5.081124,-7.248085,-3.095622
6.446224,-9.604130,-4.346694
-1.113380,3.216523,9.782189
5.824352,1.436137,13.434285
-10.139226,9.268196,-1.805402
-4.545509,6.522838,3.474620
-7.517609,8.237055,0.599241
-10.494220,3.707414,-13.980176
13.831249,-3.464525,18.321811
-15.293077,11.042499,-13.890809
12.954849,-9.504590,7.509297
-3.966237,0.506780,-12.294731
6.905755,-6.174814,-3.342695
6.190344,-7.983417,-3.585852
14.214940,-8.866451,14.727142
-12.654189,9.318142,-6.507347
-3.167873,6.740669,6.929348
-10.608533,7.222476,-6.833327
-12.796718,9.306217,-6.919251
3.836167,-6.923601,-6.175169
8.372372,-1.099029,15.048606
9.970882,-9.269206,7.209987
3.005586,4.107870,13.733199
14.001159,-8.653440,11.871193
-10.661358,9.557013,-2.969499
11.885797,-9.273281,5.285286
1.083861,-1.440417,-6.978122
11.876100,-9.432387,6.896760
-1.264437,-6.411669,-11.394105
-10.301997,2.858118,-14.879034
-9.706500,1.677018,-12.880881
1.342316,4.015940,10.756277
6.817421,0.789447,14.166940
-0.801631,4.980531,9.255248
6.643997,-8.310374,-1.577628
1.545442,6.108771,8.020306
-13.767546,8.290483,-12.143534
5.813741,-0.711683,13.300864
6.793069,-8.507795,-0.274404
-11.329501,5.750094,-16.636976
-7.239168,4.249318,-19.101894
-0.509109,-4.584943,-11.160714
-15.009398,10.168549,-12.256628
2.820288,-6.898264,-8.781094
-3.150852,-4.902897,-12.374138
-7.084960,9.588064,-0.113015
-1.789471,-3.922904,-10.965095
